"Accident_Index","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","Latitude","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","LSOA_of_Accident_Location","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year","InScotland"
"2005030003650","Unclassified","0","Unclassified","0","Slight","None",2005-11-09,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.619358,"Daylight","Allerdale","Cumbria","299310","526030",-3.560892,"E01019111",1,1,"0","0","Cumbria","Dry","Single carriageway","None",30,"16:29","Urban","Fine no high winds",2005,"No"
"2005030003653","Unclassified","0",NA,"0","Serious","None",2005-11-05,"Saturday","2","Data missing or out of range","Not at junction or within 20 metres",54.126756,"Darkness - lights lit","Barrow-in-Furness","Cumbria","319640","470800",-3.231196,"E01019165",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"20:30","Urban","Raining no high winds",2005,"No"
"2005030003654","Unclassified","0",NA,"0","Slight","None",2005-11-06,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.141161,"Daylight","South Lakeland","Cumbria","327050","472280",-3.118189,"E01019380",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"10:29","Rural","Other",2005,"No"
"2005030003655","A","595",NA,"0","Serious","Any animal in carriageway (except ridden horse)",2005-11-07,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.435062,"Darkness - no lighting","Copeland","Cumbria","304690","505400",-3.470925,"E01019279",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"18:16","Rural","Raining no high winds",2005,"No"
"2005030003656","A","595","Unclassified","0","Slight","None",2005-11-04,"Friday","1","Give way or uncontrolled","T or staggered junction",54.464964,"Darkness - lights lit","Copeland","Cumbria","301320","508800",-3.523995,"E01019258",1,3,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"07:00","Rural","Raining no high winds",2005,"No"
"2005030003657","Unclassified","0",NA,"0","Slight","None",2005-06-06,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.632461,"Daylight","Allerdale","Cumbria","300150","527470",-3.54838,"E01019110",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"18:30","Urban","Fine no high winds",2005,"No"
"2005030003658","Unclassified","0",NA,"0","Serious","None",2005-11-08,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.471275,"Daylight","Copeland","Cumbria","301900","509490",-3.515279,"E01019258",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"07:16","Rural","Raining no high winds",2005,"No"
"2005030003659","A","597","Unclassified","0","Slight","None",2005-11-05,"Saturday","1","Data missing or out of range","Other junction",54.623257,"Daylight","Allerdale","Cumbria","299040","526470",-3.565223,"E01019111",1,1,"0","0","Cumbria","Dry","Single carriageway","Roadworks",30,"07:00","Urban","Fine no high winds",2005,"No"
"2005030003661","A","591",NA,"0","Slight","None",2005-11-07,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.447991,"Darkness - no lighting","South Lakeland","Cumbria","336160","506290",-2.986036,"E01019376",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"19:50","Rural","Raining + high winds",2005,"No"
"2005030003662","A","685",NA,"0","Serious","None",2005-11-08,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.439883,"Darkness - no lighting","Eden","Cumbria","368420","505050",-2.488426,"E01019309",5,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"18:10","Rural","Fine no high winds",2005,"No"
"2005030003665","A","684","Unclassified","0","Slight","None",2005-11-09,"Wednesday","1","Give way or uncontrolled","Crossroads",54.323067,"Daylight","South Lakeland","Cumbria","356430","492150",-2.671388,"E01019394",2,2,"0","0","Cumbria","Dry","Single carriageway","None",60,"14:24","Rural","Fine no high winds",2005,"No"
"2005030003667","Unclassified","0","Unclassified","0","Serious","None",2005-11-09,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.115087,"Darkness - lights lit","Barrow-in-Furness","Cumbria","319720","469500",-3.229627,"E01019158",1,1,"0","0","Cumbria","Dry","Single carriageway","None",30,"19:44","Urban","Fine no high winds",2005,"No"
"2005030003668","A","590",NA,"0","Slight","None",2005-10-21,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",54.267145,"Darkness - no lighting","South Lakeland","Cumbria","336490","486160",-2.976647,"E01019386",1,1,"0","0","Cumbria","Dry","Dual carriageway","None",70,"22:00","Rural","Fine no high winds",2005,"No"
"2005030003669","Unclassified","0","Unclassified","0","Slight","None",2005-11-10,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.332326,"Daylight","South Lakeland","Cumbria","352440","493220",-2.732899,"E01019359",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"15:05","Urban","Fine no high winds",2005,"No"
"2005030003670","A","590","Unclassified","0","Slight","None",2005-11-09,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.121473,"Daylight","Barrow-in-Furness","Cumbria","319190","470220",-3.237925,"E01019159",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"14:23","Urban","Fine no high winds",2005,"No"
"2005030003672","Unclassified","0","Unclassified","0","Slight","None",2005-05-06,"Friday","1","Give way or uncontrolled","T or staggered junction",54.130104,"Daylight","Barrow-in-Furness","Cumbria","320950","471150",-3.211247,"E01019163",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",40,"18:04","Urban","Raining no high winds",2005,"No"
"2005030003673","Unclassified","0",NA,"0","Slight","None",2005-09-14,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.894397,"Darkness - lights lit","Carlisle","Cumbria","340580","555910",-2.927992,"E01019206",1,4,"0","0","Cumbria","Wet or damp","One way street","None",30,"02:19","Urban","Fine no high winds",2005,"No"
"2005030003674","Unclassified","0","Unclassified","0","Slight","None",2005-11-07,"Monday","1","Give way or uncontrolled","More than 4 arms (not roundabout)",54.890471,"Darkness - lights lit","Carlisle","Cumbria","340060","555480",-2.936009,"E01019211",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"22:20","Urban","Raining + high winds",2005,"No"
"2005030003676","A","685","C","3075","Slight","None",2005-11-08,"Tuesday","2","Give way or uncontrolled","T or staggered junction",54.435669,"Darkness - no lighting","Eden","Cumbria","371620","504560",-2.439041,"E01019309",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"17:55","Rural","Raining no high winds",2005,"No"
"2005030003677","A","595","B","5299","Slight","None",2005-11-08,"Tuesday","1","Auto traffic signal","More than 4 arms (not roundabout)",54.896187,"Darkness - lights lit","Carlisle","Cumbria","339770","556120",-2.940664,"E01019204",1,2,"0","5","Cumbria","Wet or damp","Dual carriageway","None",30,"16:45","Urban","Raining + high winds",2005,"No"
"2005030003678","A","592",NA,"0","Slight","None",2005-11-08,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.663928,"Darkness - lights lit","Eden","Cumbria","351560","530130",-2.7525,"E01019333",1,1,"0","0","Cumbria","Wet or damp","One way street","None",30,"16:10","Urban","Raining no high winds",2005,"No"
"2005030003680","Unclassified","0","A","596","Slight","None",2005-11-12,"Saturday","2","Auto traffic signal","T or staggered junction",54.644395,"Daylight","Allerdale","Cumbria","300530","528790",-3.542944,"E01019116",1,2,"0","4","Cumbria","Dry","Single carriageway","None",30,"14:20","Urban","Fine no high winds",2005,"No"
"2005030003690","A","5307",NA,"0","Slight","None",2005-11-03,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.874335,"Daylight","Allerdale","Cumbria","319270","554010",-3.259645,"E01019132",2,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"16:20","Rural","Raining no high winds",2005,"No"
"2005030003693","A","685",NA,"0","Slight","None",2005-11-12,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.353412,"Darkness - no lighting","South Lakeland","Cumbria","355050","495540",-2.693116,"E01019394",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"02:30","Rural","Fine no high winds",2005,"No"
"2005030003695","Unclassified","0",NA,"0","Slight","None",2005-11-10,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.890876,"Daylight","Carlisle","Cumbria","341200","555510",-2.918245,"E01019235",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"15:40","Urban","Fine no high winds",2005,"No"
"2005030003698","A","5094","Unclassified","0","Slight","None",2005-11-12,"Saturday","1","Give way or uncontrolled","T or staggered junction",54.546074,"Darkness - lights lit","Copeland","Cumbria","297630","517910",-3.584066,"E01019280",1,3,"0","0","Cumbria","Dry","Single carriageway","None",30,"19:50","Urban","Raining no high winds",2005,"No"
"2005030003699","Unclassified","0","Unclassified","0","Slight","None",2005-11-11,"Friday","1","Give way or uncontrolled","T or staggered junction",54.910632,"Daylight","Carlisle","Cumbria","338860","557740",-2.955195,"E01019189",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"16:06","Urban","Fine no high winds",2005,"No"
"2005030003700","Unclassified","0",NA,"0","Slight","None",2005-11-11,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",54.88801,"Darkness - lights lit","Carlisle","Cumbria","338300","555230",-2.963391,"E01019193",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"18:15","Urban","Fine + high winds",2005,"No"
"2005030003702","A","66","Unclassified","0","Slight","None",2005-11-11,"Friday","1","Give way or uncontrolled","Private drive or entrance",54.531958,"Daylight","Eden","Cumbria","377790","515240",-2.344727,"E01019309",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"15:50","Rural","Fine + high winds",2005,"No"
"2005030003704","Motorway","6",NA,"0","Serious","None",2005-11-11,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",54.555925,"Daylight","Eden","Cumbria","356620","518060",-2.672269,"E01019337",1,1,"0","0","Cumbria","Wet or damp","Dual carriageway","None",70,"13:35","Rural","Raining + high winds",2005,"No"
"2005030003705","A","6",NA,"0","Slight","None",2005-11-13,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.48708,"Darkness - no lighting","Eden","Cumbria","356520","510400",-2.672683,"E01019337",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"17:02","Rural","Fine no high winds",2005,"No"
"2005030003706","A","596","Unclassified","0","Slight","Any animal in carriageway (except ridden horse)",2005-11-14,"Monday","1","Give way or uncontrolled","Roundabout",54.651283,"Darkness - lights lit","Allerdale","Cumbria","299930","529570",-3.552505,"E01019122",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"16:25","Rural","Fine no high winds",2005,"No"
"2005030003719","B","5300",NA,"0","Fatal","None",2005-11-14,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.745993,"Daylight","Allerdale","Cumbria","306580","539970",-3.45281,"E01019094",2,3,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"15:21","Rural","Fine + high winds",2005,"No"
"2005030003720","A","66","A","66","Slight","None",2005-11-10,"Thursday","1","Give way or uncontrolled","Roundabout",54.652451,"Daylight","Eden","Cumbria","350900","528860",-2.762517,"E01019335",1,2,"0","0","Cumbria","Wet or damp","Roundabout","Roadworks",60,"08:00","Rural","Raining no high winds",2005,"No"
"2005030003723","Unclassified","0",NA,"0","Slight","None",2005-10-29,"Saturday","2","Data missing or out of range","Not at junction or within 20 metres",54.644291,"Daylight","Allerdale","Cumbria","300460","528780",-3.544025,"E01019116",1,1,"0","5","Cumbria","Dry","Single carriageway","None",30,"17:20","Urban","Fine no high winds",2005,"No"
"2005030003725","Unclassified","0","Unclassified","0","Slight","None",2005-10-24,"Monday","1","Give way or uncontrolled","Crossroads",54.68719,"Daylight","Allerdale","Cumbria","305360","533450",-3.469635,"E01019098",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"10:30","Rural","Raining no high winds",2005,"No"
"2005030003726","A","590",NA,"0","Slight","None",2005-11-04,"Friday","2","Data missing or out of range","Not at junction or within 20 metres",54.228439,"Darkness - no lighting","South Lakeland","Cumbria","343600","481760",-2.866664,"E01019381",2,2,"0","0","Cumbria","Dry","Dual carriageway","None",60,"18:00","Rural","Fine no high winds",2005,"No"
"2005030003728","A","590",NA,"0","Slight","None",2005-11-08,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.224288,"Daylight","South Lakeland","Cumbria","342630","481310",-2.881456,"E01019381",1,1,"0","0","Cumbria","Wet or damp","Dual carriageway","None",70,"08:32","Rural","Raining no high winds",2005,"No"
"2005030003733","A","6","Unclassified","0","Slight","None",2005-08-08,"Monday","2","Auto traffic signal","Crossroads",54.880056,"Daylight","Carlisle","Cumbria","341640","554300",-2.911141,"E01019220",1,2,"0","4","Cumbria","Dry","Single carriageway","None",30,"10:35","Urban","Fine no high winds",2005,"No"
"2005030003734","Unclassified","0",NA,"0","Slight","None",2005-11-14,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.641653,"Daylight","Allerdale","Cumbria","299840","528500",-3.553533,"E01019120",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"23:45","Urban","Fine no high winds",2005,"No"
"2005030003735","B","5299",NA,"0","Serious","None",2005-11-13,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.768384,"Darkness - no lighting","Allerdale","Cumbria","333820","541980",-3.030183,"E01019131",5,2,"0","0","Cumbria","Dry","Single carriageway","None",60,"17:15","Rural","Fine no high winds",2005,"No"
"2005030003736","Unclassified","0",NA,"0","Slight","None",2005-10-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.225521,"Darkness - no lighting","South Lakeland","Cumbria","322650","481740",-3.187961,"E01019345",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"00:42","Rural","Raining no high winds",2005,"No"
"2005030003737","Unclassified","0",NA,"0","Slight","None",2005-11-07,"Monday","2","Data missing or out of range","Not at junction or within 20 metres",54.329465,"Darkness - lights lit","South Lakeland","Cumbria","351650","492910",-2.744997,"E01019360",1,1,"0","4","Cumbria","Wet or damp","Single carriageway","None",30,"16:40","Urban","Raining no high winds",2005,"No"
"2005030003738","A","590",NA,"0","Serious","None",2005-11-12,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.23662,"Darkness - lights lit","South Lakeland","Cumbria","340460","482710",-2.915013,"E01019381",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",40,"04:49","Rural","Raining no high winds",2005,"No"
"2005030003740","C","6010",NA,NA,"Slight","None",2005-11-13,"Sunday","2","Data missing or out of range","Private drive or entrance",54.115178,"Daylight","Barrow-in-Furness","Cumbria","319730","469510",-3.229476,"E01019158",1,2,"0","4","Cumbria","Dry","Unknown","None",30,"13:00","Urban","Fine no high winds",2005,"No"
"2005030003741","C","2069",NA,"0","Serious","None",2005-11-13,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.6481,"Darkness - lights lit","Allerdale","Cumbria","302020","529170",-3.519991,"E01019129",3,1,"0","0","Cumbria","Dry","Dual carriageway","None",60,"18:55","Urban","Fine no high winds",2005,"No"
